CRASH,CRASH_COST,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1,4289,0,47,0,10,57606.89685,No,0,No,M,<High School,Blue Collar,24.02122626,Commercial,12970,10,Minivan,yes,8917,1,Yes,5,1,Highly Rural
0,0,0,35,0,0,0,No,0,Yes,M,High School,Student,5,Commercial,1500,9,Minivan,yes,7160,3,No,0,1,Highly Urban/ Urban
1,1669,0,51,0,11,65979.09146,No,164614.4047,Yes,M,High School,Manager,35.17243879,Private,19990,4,Van,yes,0,0,No,0,1,Highly Urban/ Urban
0,0,0,45,0,14,79941.13607,No,258068.2481,Yes,F,Masters,Lawyer,35.34103836,Private,20720,4,Pickup,no,1826,3,No,0,15,Highly Urban/ Urban
0,0,0,41,3,0,0,No,0,Yes,F,Bachelors,Student,39.50704426,Commercial,12830,1,SUV,no,0,0,No,0,5,Highly Rural
0,0,0,51,0,7,76915.73262,No,255588.4513,Yes,F,Masters,Professional,19.94538518,Private,21080,7,SUV,no,0,0,No,0,5,Highly Urban/ Urban
0,0,0,43,1,14,39140.26147,No,173591.3118,Yes,F,High School,Clerical,20.78272921,Private,26470,7,Pickup,no,0,0,No,0,1,Highly Rural
1,2034,0,36,2,12,39399.80406,No,152462.7631,Yes,F,High School,Clerical,53.98691486,Private,5100,1,SUV,no,0,0,No,0,1,Highly Urban/ Urban
1,2753,1,37,2,0,0,No,80883.11074,Yes,F,Bachelors,Home Maker,26.2837887,Private,7070,1,Sports Car,no,982,3,No,1,6,Highly Urban/ Urban
0,0,0,44,0,0,0,No,97040.00464,Yes,F,High School,Home Maker,36.47682886,Private,1500,7,SUV,no,0,0,No,1,8,Highly Rural
0,0,0,53,0,13,117853.528,No,0,No,M,Masters,Lawyer,5,Private,6800,10,Pickup,yes,0,0,No,0,1,Highly Rural
1,4868,0,47,0,0,0,No,121453.6556,Yes,F,Masters,Home Maker,23.38340007,Commercial,23060,17,Pickup,no,8752,3,No,0,18,Highly Urban/ Urban
0,0,0,46,0,10,37359.55217,No,0,No,F,Masters,Home Maker,24.47416111,Private,22770,4,Minivan,no,0,0,No,1,16,Highly Rural
1,4451,0,37,0,12,102604.4974,No,276928.7083,Yes,M,Bachelors,Professional,38.11623431,Commercial,21620,7,Van,no,5222,1,No,2,1,Highly Urban/ Urban
0,0,0,56,0,15,118666.1021,No,335736.914,Yes,M,Bachelors,Blue Collar,58.62109144,Commercial,15390,1,Minivan,yes,0,0,No,0,9,Highly Rural
0,0,0,53,0,9,12336.4192,No,136383.3988,No,F,PhD,Home Maker,32.85462587,Private,25950,1,Minivan,no,2367,1,No,5,10,Highly Urban/ Urban
0,0,0,26,1,12,50402.39162,No,169080.2691,Yes,F,High School,Clerical,47.52219683,Private,9140,6,Sports Car,no,7567,1,No,0,1,Highly Rural
1,4419,0,52,0,7,64530.88895,No,0,No,M,Bachelors,Blue Collar,33.71404062,Commercial,6700,10,Pickup,no,5524,2,No,2,16,Highly Urban/ Urban
0,0,0,50,0,14,17557.46555,No,81891.16857,Yes,F,<High School,Clerical,21.30372091,Private,9540,1,SUV,no,0,0,No,0,9,Highly Urban/ Urban
1,3643,1,37,2,7,89342.89046,Yes,251826.2824,No,F,Bachelors,Professional,63.60387303,Private,14130,1,Sports Car,no,6265,2,No,0,8,Highly Urban/ Urban
0,0,0,43,2,16,63611.98158,No,220416.6167,Yes,M,High School,Clerical,56.92268734,Private,12160,10,Minivan,no,0,0,No,1,1,Highly Rural
0,0,0,47,0,8,63752.24129,No,0,No,F,Bachelors,Blue Collar,48.98981914,Private,9550,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,0,0,41,0,12,17996.18873,No,94433.88554,No,F,High School,Home Maker,27.09698402,Private,5600,10,SUV,no,1391,1,No,1,6,Highly Urban/ Urban
0,0,0,51,0,11,102410.3779,No,0,No,M,Masters,Professional,55.8267013,Private,14620,3,Minivan,no,0,0,No,0,14,Highly Urban/ Urban
0,0,1,39,1,12,70673.00076,No,223484.2183,Yes,M,High School,Blue Collar,54.67115007,Commercial,17900,1,Van,no,0,0,No,0,9,Highly Rural
0,0,0,48,0,0,0,No,0,No,F,High School,Home Maker,5,Private,8640,1,SUV,no,0,0,No,4,1,Highly Urban/ Urban
0,0,0,34,2,12,55229.09648,No,202454.8015,Yes,F,Bachelors,Blue Collar,55.89193349,Commercial,8390,10,SUV,no,0,0,No,0,6,Highly Urban/ Urban
0,0,0,58,0,8,77886.40749,No,270550.077,Yes,M,Bachelors,Professional,34.02524062,Commercial,42010,4,Panel Truck,yes,6138,1,No,8,8,Highly Urban/ Urban
1,931,0,34,0,5,59972.38607,No,165806.1786,No,M,Bachelors,Professional,51.29742872,Commercial,23040,1,Panel Truck,no,0,0,No,3,7,Highly Urban/ Urban
0,0,0,43,0,6,39273.23493,No,0,No,M,High School,Blue Collar,38.85716356,Commercial,21660,6,Van,no,0,0,No,0,1,Highly Rural
0,0,0,37,0,7,114635.9846,No,300905.8268,Yes,F,Bachelors,Manager,33.6739564,Private,33240,6,SUV,no,0,0,No,2,12,Highly Urban/ Urban
0,0,0,41,0,10,27907.17643,No,152144.2124,No,F,High School,Home Maker,40.11754924,Private,8390,6,Sports Car,no,0,0,No,4,6,Highly Rural
1,7406,2,40,2,14,12338.77834,No,107774.023,Yes,M,Masters,Manager,47.07808962,Commercial,22310,1,Van,yes,3816,3,No,5,15,Highly Urban/ Urban
0,0,0,42,0,6,22019.06685,No,140727.468,Yes,M,High School,Blue Collar,47.02307753,Commercial,12100,1,Minivan,yes,1738,1,No,0,9,Highly Urban/ Urban
0,0,1,41,2,15,79647.61677,Yes,0,No,F,Masters,Lawyer,17.50997026,Private,25990,1,Minivan,no,0,0,Yes,3,14,Highly Urban/ Urban
0,0,0,47,0,11,69616.39306,No,264839.7314,Yes,M,Bachelors,Blue Collar,62.78379253,Commercial,10510,4,Minivan,no,0,0,No,0,13,Highly Urban/ Urban
1,8484,0,29,2,13,26413.17273,No,172042.8258,Yes,F,High School,Clerical,28.7022525,Commercial,16200,4,Pickup,no,0,0,No,1,1,Highly Urban/ Urban
0,0,0,38,0,12,31615.06932,No,151254.723,Yes,M,<High School,Blue Collar,36.18584972,Private,5400,1,Pickup,no,4843,3,No,0,1,Highly Urban/ Urban
1,8162,0,62,0,12,34032.73369,No,0,No,M,High School,Blue Collar,68.50912855,Commercial,11100,14,Sports Car,no,4821,3,No,7,1,Highly Urban/ Urban
0,0,0,47,0,0,0,No,0,No,M,Bachelors,Student,25.45509978,Commercial,12030,1,Minivan,yes,0,0,No,0,14,Highly Urban/ Urban
1,4026,0,28,2,10,23426.5811,No,98357.49313,Yes,F,<High School,Clerical,49.61866642,Private,6640,4,SUV,no,17308,3,Yes,6,1,Highly Urban/ Urban
0,0,0,30,2,11,134791.9323,Yes,304438.4995,No,F,Bachelors,Blue Collar,28.28792288,Commercial,23560,6,Pickup,no,0,0,No,3,9,Highly Urban/ Urban
0,0,0,49,0,12,4542.296477,No,116359.8291,Yes,F,Bachelors,Home Maker,32.79211243,Private,6850,6,SUV,no,0,0,No,0,5,Highly Urban/ Urban
0,0,0,53,0,13,70494.43587,No,227305.3877,Yes,M,PhD,Manager,22.1449814,Private,13850,4,Minivan,yes,0,0,No,3,15,Highly Urban/ Urban
1,4027,0,35,1,0,0,No,0,Yes,F,High School,Student,52.56357072,Private,11630,1,SUV,no,9624,2,No,6,1,Highly Urban/ Urban
0,0,0,40,3,17,96169.02939,No,281909.9526,Yes,F,Bachelors,Manager,34.09312866,Private,17170,10,Minivan,no,0,0,No,2,8,Highly Urban/ Urban
0,0,1,41,4,16,38818.70383,No,154795.9618,Yes,M,High School,Blue Collar,56.57391101,Commercial,27910,10,Panel Truck,yes,4858,2,No,0,1,Highly Urban/ Urban
0,0,0,45,0,12,20849.669,No,129556.2189,Yes,F,High School,Clerical,48.02201761,Commercial,17920,9,SUV,no,0,0,No,1,1,Highly Rural
0,0,0,57,0,12,55118.64643,No,232678.497,Yes,M,Masters,Lawyer,29.2778457,Private,12710,6,Minivan,yes,0,0,No,2,14,Highly Urban/ Urban
0,0,0,52,0,14,27616.31941,No,167006.3234,Yes,M,Masters,Lawyer,48.7042934,Private,9460,7,Minivan,yes,0,0,No,0,10,Highly Urban/ Urban
0,0,0,40,1,9,44137.86337,Yes,0,No,M,High School,Blue Collar,45.9492094,Commercial,22590,6,Panel Truck,no,1799,4,No,2,1,Highly Urban/ Urban
0,0,0,45,0,9,38290.43405,No,157906.6934,Yes,M,High School,Blue Collar,39.44837256,Commercial,9830,9,Pickup,no,1434,2,No,0,8,Highly Urban/ Urban
0,0,0,32,1,10,38499.66011,Yes,0,No,F,Bachelors,Clerical,11.58233344,Private,8550,1,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,0,0,42,2,14,46750.50033,No,177327.8635,Yes,F,Masters,Manager,29.59267344,Private,22040,11,Minivan,no,0,0,No,0,14,Highly Urban/ Urban
1,3440,0,33,3,0,0,Yes,0,No,F,<High School,Home Maker,33.74153999,Private,7810,1,Sports Car,no,31379,5,Yes,5,6,Highly Urban/ Urban
0,0,0,49,0,12,169708.0788,No,0,No,M,PhD,Manager,22.69266193,Commercial,32530,1,Panel Truck,yes,0,0,No,0,10,Highly Urban/ Urban
0,0,0,41,0,13,49208.07211,No,204795.1805,Yes,M,Bachelors,Professional,57.40628936,Private,21910,3,Minivan,yes,0,0,No,0,8,Highly Rural
0,0,0,52,0,5,54545.13224,No,0,No,F,Bachelors,Manager,29.60367041,Private,17930,1,Sports Car,no,4037,1,No,0,10,Highly Urban/ Urban
0,0,0,45,1,6,153564.9869,Yes,435508.7665,No,F,Masters,Manager,11.32846666,Private,31110,1,SUV,no,0,0,No,0,13,Highly Urban/ Urban
0,0,0,48,0,6,93542.76601,No,289825.0934,Yes,M,High School,Blue Collar,9.328180747,Commercial,38210,6,Minivan,yes,0,0,No,2,1,Highly Urban/ Urban
1,6110.799904,2,40,2,5,16574.80612,No,158720.1472,Yes,M,High School,Clerical,34.40852762,Private,7160,3,Pickup,yes,0,0,No,2,1,Highly Urban/ Urban
0,0,0,39,0,0,0,No,82620.34489,Yes,F,PhD,Home Maker,46.58328685,Private,15290,10,Sports Car,no,1344,4,No,5,12,Highly Urban/ Urban
0,0,0,54,0,12,103453.8557,No,303049.8964,Yes,M,Masters,Lawyer,44.83985228,Private,26420,1,Minivan,no,5555,3,No,4,10,Highly Urban/ Urban
0,0,0,42,0,13,77737.19135,No,238724.4489,Yes,F,Bachelors,Manager,26.84212027,Private,13470,6,Minivan,no,0,0,No,0,11,Highly Urban/ Urban
0,0,0,38,0,9,51996.37647,No,223034.5009,Yes,M,High School,Professional,46.4987512,Private,11330,11,Pickup,no,2721,4,No,1,1,Highly Rural
1,27254.00086,0,29,1,9,444.5203658,Yes,97182.6805,No,F,Bachelors,Home Maker,31.92061631,Private,16060,10,SUV,no,2555,3,No,0,13,Highly Urban/ Urban
0,0,0,46,0,10,131260.2144,No,0,No,M,PhD,Lawyer,21.94372395,Private,19230,7,Minivan,no,0,0,No,0,20,Highly Urban/ Urban
0,0,0,29,1,3,17120.14384,Yes,117426.2985,No,M,High School,Clerical,19.70667762,Private,6970,4,Pickup,yes,26023,1,Yes,4,1,Highly Urban/ Urban
0,0,0,47,0,14,62047.63373,No,0,No,M,<High School,Blue Collar,23.5208664,Private,12400,1,Minivan,no,19899,1,No,5,1,Highly Urban/ Urban
0,0,0,40,0,12,114853.0848,No,326499.458,Yes,F,PhD,Doctor,16.03975755,Private,11970,1,SUV,no,0,0,No,2,7,Highly Urban/ Urban
0,0,0,36,0,7,39375.8657,No,142984.8194,Yes,F,High School,Home Maker,47.07139868,Private,9040,10,Sports Car,no,4905,1,No,4,5,Highly Urban/ Urban
1,16012.26191,2,42,2,17,51607.81669,No,169843.4734,Yes,F,High School,Clerical,35.3038401,Private,10860,3,SUV,no,7497,1,No,5,1,Highly Urban/ Urban
0,0,0,43,0,0,0,No,97753.82789,No,M,High School,Student,22.21088898,Commercial,8030,7,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
1,4277,0,41,0,10,18523.41388,No,0,No,F,<High School,Clerical,27.4318199,Private,9400,13,SUV,no,9642,3,No,2,5,Highly Urban/ Urban
1,6431,0,49,0,11,52484.91218,No,0,No,M,Masters,Lawyer,39.8784345,Private,19830,4,Van,yes,0,0,No,3,18,Highly Urban/ Urban
0,0,0,54,0,9,71529.64894,No,0,No,F,Bachelors,Manager,50.33123913,Private,23870,7,SUV,no,5971,5,No,0,13,Highly Urban/ Urban
0,0,0,46,0,12,53694.17952,No,193056.6059,Yes,F,High School,Blue Collar,75.14433009,Commercial,11530,1,Sports Car,no,0,0,No,2,1,Highly Rural
0,0,0,63,0,0,0,No,111129.3027,Yes,F,PhD,Home Maker,33.18066804,Private,10440,3,Sports Car,no,2482,2,No,0,15,Highly Urban/ Urban
0,0,1,42,1,10,63994.32776,No,295427.8596,Yes,M,High School,Blue Collar,29.84874144,Commercial,18750,1,Van,yes,0,0,No,4,1,Highly Urban/ Urban
1,9623.136418,0,33,1,14,46780.38897,No,142429.8248,Yes,M,High School,Clerical,37.79637117,Commercial,9480,9,Pickup,yes,6937,2,No,5,1,Highly Urban/ Urban
1,2505,0,56,0,14,38924.23564,No,183889.7219,Yes,F,Masters,Lawyer,49.01506995,Private,5390,6,Sports Car,no,0,0,No,1,16,Highly Urban/ Urban
0,0,0,53,0,12,90886.89892,No,0,No,M,Bachelors,Blue Collar,36.62543759,Commercial,18240,4,Van,yes,0,0,No,0,12,Highly Urban/ Urban
0,0,0,43,2,11,124814.1928,Yes,0,No,M,High School,Blue Collar,15.45537991,Commercial,31140,7,Panel Truck,no,0,0,No,0,7,Highly Urban/ Urban
1,4415,1,43,1,13,65779.46128,No,190317.2694,Yes,F,Masters,Professional,28.76234145,Private,14850,1,SUV,no,35737,3,Yes,4,17,Highly Urban/ Urban
1,6673,1,36,2,0,0,No,0,Yes,M,<High School,Student,26.07224537,Private,12370,10,Minivan,no,3373,2,No,1,1,Highly Urban/ Urban
0,0,0,33,1,9,9529.89883,No,0,Yes,F,High School,Student,25.42867351,Private,10270,7,SUV,no,1108,3,No,5,9,Highly Urban/ Urban
0,0,0,53,0,12,79183.32279,No,259874.4851,Yes,F,High School,Manager,25.35975007,Private,16610,7,SUV,no,0,0,No,0,7,Highly Urban/ Urban
1,6761,0,43,0,12,13348.77633,No,140322.6316,Yes,M,<High School,Clerical,44.62846632,Commercial,9470,4,Pickup,no,0,0,No,3,6,Highly Urban/ Urban
0,0,0,54,0,7,221413.2535,No,511660.9385,Yes,M,Masters,Lawyer,17.3161002,Private,35760,4,Minivan,no,0,0,No,0,17,Highly Urban/ Urban
0,0,0,41,2,16,74400.45479,No,278185.4023,Yes,F,Masters,Lawyer,5,Private,13250,4,Sports Car,no,0,0,No,0,17,Highly Urban/ Urban
0,0,0,33,1,11,12921.16559,Yes,129915.9465,No,F,<High School,Clerical,5,Private,4900,7,SUV,no,0,0,No,0,6,Highly Rural
1,4368,0,38,2,11,43035.99881,Yes,0,No,M,High School,Blue Collar,48.64677553,Commercial,9600,6,Pickup,yes,4111,1,No,0,4,Highly Urban/ Urban
0,0,0,41,0,10,103947.7096,No,290521.1134,Yes,M,High School,Blue Collar,67.15291725,Commercial,15990,1,Minivan,yes,0,0,No,1,12,Highly Rural
0,0,0,37,3,11,17196.91418,Yes,0,No,F,<High School,Clerical,52.11851702,Private,6630,1,SUV,no,8296,1,No,6,1,Highly Urban/ Urban
1,3084,0,53,0,0,0,No,116797.116,No,F,Bachelors,Home Maker,25.47304039,Private,12380,1,Minivan,no,29865,2,No,0,12,Highly Urban/ Urban
0,0,0,44,0,9,124829.283,No,0,No,F,Masters,Lawyer,39.34523723,Private,23030,10,SUV,no,3441,1,No,0,16,Highly Urban/ Urban
0,0,0,70,0,16,62303.59918,No,214707.4784,Yes,F,High School,Professional,5,Private,24710,6,Sports Car,no,4346,4,No,5,1,Highly Urban/ Urban
0,0,0,52,0,13,3078.534967,No,64198.4049,No,F,<High School,Home Maker,35.33661632,Private,8930,10,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
0,0,0,38,0,12,32446.78257,No,143714.0662,Yes,M,<High School,Blue Collar,24.66315658,Commercial,13170,6,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban
1,1043,0,43,1,0,0,No,0,Yes,M,High School,Student,27.07199484,Commercial,7770,1,Pickup,no,32562,1,No,6,5,Highly Rural
0,0,0,42,3,14,84797.88339,No,247913.1814,Yes,F,High School,Blue Collar,5,Commercial,25860,6,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
1,5900,0,40,1,14,2969.592526,No,0,Yes,M,<High School,Student,71.55980407,Private,17710,4,Minivan,no,0,0,No,5,8,Highly Urban/ Urban
1,3343,0,61,0,16,41801.28092,No,210978.9263,Yes,F,High School,Clerical,26.38366477,Commercial,19030,1,Sports Car,no,8377,2,No,6,7,Highly Urban/ Urban
0,0,0,59,0,12,50245.10721,No,0,No,M,Bachelors,Clerical,33.15717853,Private,12420,4,Minivan,yes,0,0,No,0,5,Highly Rural
1,5017,0,24,0,10,20219.88165,No,115168.492,Yes,F,High School,Blue Collar,5,Commercial,17850,11,Sports Car,yes,27872,2,Yes,9,1,Highly Urban/ Urban
0,0,0,38,0,14,20448.90007,No,143282.9565,Yes,M,High School,Clerical,8.267301058,Private,16580,4,Van,no,0,0,No,1,1,Highly Rural
1,1793,0,61,0,9,28390.06185,No,171804.8569,Yes,M,High School,Blue Collar,42.69856027,Commercial,14350,7,SUV,no,0,0,No,2,11,Highly Urban/ Urban
0,0,0,32,3,12,77948.59171,No,222583.5893,Yes,M,Bachelors,Blue Collar,29.06132925,Private,12180,6,Pickup,yes,0,0,No,1,11,Highly Urban/ Urban
1,9470.135995,1,40,2,0,0,Yes,0,No,F,<High School,Home Maker,25.82758795,Private,21340,1,Minivan,no,0,0,No,1,1,Highly Urban/ Urban
0,0,0,45,0,10,76115.07199,No,262672.6484,Yes,M,High School,Blue Collar,5,Commercial,13610,4,Minivan,no,0,0,No,3,1,Highly Urban/ Urban
1,5802,0,28,3,11,57417.06843,Yes,144442.9757,No,F,Bachelors,Blue Collar,37.07717874,Commercial,15640,1,SUV,no,7628,2,No,0,8,Highly Urban/ Urban
0,0,0,45,0,11,55238.7291,No,0,No,M,Masters,Lawyer,50.06492313,Private,15700,1,Minivan,no,0,0,No,3,17,Highly Rural
0,0,0,51,1,11,66296.11604,No,205129.8677,Yes,M,Bachelors,Professional,57.96155481,Commercial,29990,1,Panel Truck,yes,0,0,No,2,1,Highly Urban/ Urban
1,6057,0,60,0,13,8250.497924,No,113386.1028,Yes,M,High School,Student,14.22621423,Commercial,8330,1,Minivan,no,3730,1,No,2,1,Highly Urban/ Urban
0,0,0,50,0,6,32310.07425,No,0,No,M,Bachelors,Manager,35.0529705,Commercial,33150,3,Panel Truck,no,0,0,No,0,8,Highly Urban/ Urban
0,0,0,34,1,11,114901.0793,No,295871.5299,Yes,F,PhD,Doctor,18.76544034,Private,19940,1,Pickup,no,0,0,No,0,19,Highly Urban/ Urban
0,0,0,36,0,12,62419.38532,No,197290.3598,Yes,M,Bachelors,Clerical,62.14050212,Private,16850,1,Minivan,yes,0,0,No,0,10,Highly Rural
1,5636.504538,0,22,0,0,0,No,0,No,F,High School,Home Maker,63.06568478,Private,13520,4,SUV,no,28386,2,Yes,2,1,Highly Urban/ Urban
0,0,0,33,3,14,6607.363012,No,0,Yes,M,<High School,Clerical,9.387026526,Commercial,26940,10,Panel Truck,yes,11963,4,No,2,1,Highly Urban/ Urban
1,1482,2,39,3,12,39619.39689,No,183659.727,Yes,F,High School,Blue Collar,42.03838107,Commercial,9360,13,Sports Car,no,1218,2,No,3,10,Highly Urban/ Urban
0,0,0,37,0,16,32397.00053,No,166305.9623,Yes,F,High School,Blue Collar,41.2008308,Commercial,12740,1,SUV,no,0,0,No,0,1,Highly Rural
0,0,0,50,0,11,57668.76568,No,229681.6512,Yes,F,Bachelors,Professional,36.46115696,Private,14510,10,Sports Car,no,0,0,No,0,11,Highly Urban/ Urban
0,0,0,57,0,0,0,No,125265.7298,Yes,F,PhD,Home Maker,5,Commercial,23490,11,Pickup,no,0,0,No,2,8,Highly Urban/ Urban
0,0,0,48,0,12,49551.05357,No,218903.5592,Yes,F,Bachelors,Professional,24.11958336,Private,16310,11,SUV,no,0,0,No,0,1,Highly Urban/ Urban
1,3254,0,40,3,13,44430.61078,No,178104.9388,Yes,F,High School,Clerical,46.65184326,Private,12460,1,SUV,no,0,0,No,1,6,Highly Rural
0,0,0,36,0,12,44977.49531,No,119566.7781,Yes,M,High School,Blue Collar,35.76366422,Commercial,14780,4,Minivan,no,0,0,No,0,1,Highly Rural
0,0,0,39,0,12,71344.53708,No,259414.0307,Yes,F,Bachelors,Blue Collar,34.13684647,Commercial,29690,1,Pickup,no,0,0,No,0,12,Highly Rural
0,0,0,35,1,0,0,No,99766.85277,Yes,F,High School,Home Maker,44.35270208,Private,16870,4,SUV,no,11353,1,No,2,1,Highly Urban/ Urban
0,0,0,45,3,11,207122.9359,Yes,488300.6681,No,F,PhD,Lawyer,42.38266576,Private,27520,4,Pickup,no,0,0,No,0,5,Highly Urban/ Urban
0,0,0,50,0,12,36621.88518,No,154252.5383,No,M,Bachelors,Manager,24.96007147,Private,22210,4,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
0,0,0,38,0,12,73663.99906,No,0,No,F,Bachelors,Blue Collar,42.54545962,Commercial,13950,4,SUV,no,0,0,No,1,13,Highly Rural
0,0,0,36,0,8,68284.24628,No,218440.5881,Yes,F,PhD,Doctor,31.36617939,Private,8330,7,SUV,no,4891,1,No,0,10,Highly Urban/ Urban
0,0,0,42,2,14,66183.10217,No,192396.2303,Yes,F,Bachelors,Professional,63.68951833,Private,5700,4,Sports Car,no,4761,3,No,1,9,Highly Urban/ Urban
0,0,0,43,0,11,190991.1325,No,529523.1661,Yes,M,Masters,Manager,46.42003332,Commercial,20600,3,Van,no,0,0,No,2,18,Highly Urban/ Urban
0,0,0,46,0,14,64799.97072,No,221459.7664,Yes,M,Bachelors,Professional,25.57018953,Private,12580,6,Minivan,no,0,0,No,2,11,Highly Urban/ Urban
0,0,0,34,1,15,109199.5917,No,306723.5227,Yes,M,Masters,Lawyer,26.10297533,Private,17840,1,Van,yes,0,0,No,0,1,Highly Urban/ Urban
0,0,0,39,0,9,35366.07062,No,166480.8879,Yes,F,High School,Clerical,29.66038489,Private,1500,1,Sports Car,no,0,0,No,0,9,Highly Rural
0,0,0,48,0,8,103751.2652,No,347956.2399,Yes,F,PhD,Professional,23.50608131,Private,27950,6,Minivan,no,0,0,No,3,13,Highly Urban/ Urban
0,0,0,41,0,11,98960.18041,No,283545.2577,No,M,Bachelors,Professional,31.64467993,Commercial,11400,7,Pickup,yes,0,0,No,0,13,Highly Urban/ Urban
0,0,0,51,0,12,103029.0785,No,0,No,M,Masters,Lawyer,36.84567204,Private,16900,5,Van,no,37667,2,Yes,1,13,Highly Urban/ Urban
0,0,0,38,0,7,99207.1512,No,303759.0897,Yes,M,Bachelors,Professional,27.05432474,Private,17240,3,Minivan,yes,0,0,Yes,0,16,Highly Urban/ Urban
1,4197,0,42,0,13,58007.79003,No,213886.6486,Yes,M,High School,Blue Collar,53.61840999,Commercial,18610,1,Minivan,no,0,0,Yes,0,1,Highly Urban/ Urban
0,0,0,47,0,6,101230.884,No,0,No,F,PhD,Doctor,38.34696741,Private,16320,8,SUV,no,13518,1,No,4,11,Highly Urban/ Urban
0,0,0,42,2,0,0,No,0,Yes,F,<High School,Student,32.37332435,Private,5700,6,SUV,no,0,0,No,0,1,Highly Rural
1,5372,0,61,0,14,65774.58951,No,199244.4,Yes,M,Masters,Lawyer,56.94507474,Private,28170,4,Sports Car,yes,0,0,Yes,4,18,Highly Urban/ Urban
0,0,0,37,0,7,27605.79114,No,94924.67544,No,M,High School,Manager,27.67925455,Private,8280,13,Pickup,yes,7278,1,No,0,1,Highly Urban/ Urban
1,664,0,44,2,14,82067.72985,No,215343.8976,Yes,F,Bachelors,Blue Collar,25.57068179,Commercial,8980,1,SUV,no,4423,2,No,0,12,Highly Urban/ Urban
0,0,0,34,3,13,9573.200934,No,114949.1495,Yes,M,Bachelors,Student,30.40244128,Commercial,3270,4,Minivan,yes,0,0,Yes,1,13,Highly Urban/ Urban
0,0,0,53,0,9,43802.47947,No,194653.0983,No,M,Bachelors,Blue Collar,36.06390044,Commercial,12870,13,Minivan,yes,0,0,No,1,17,Highly Urban/ Urban
0,0,0,43,0,10,31427.9443,No,0,No,M,High School,Clerical,5.340797569,Private,5800,6,Pickup,yes,0,0,No,4,1,Highly Rural
1,3931,0,38,0,12,21119.22673,No,136097.9657,No,M,<High School,Blue Collar,24.4136058,Commercial,12180,10,Pickup,no,3252,3,No,4,4,Highly Urban/ Urban
0,0,1,38,3,11,73677.20274,Yes,0,No,F,Bachelors,Blue Collar,60.71005038,Commercial,20610,1,Minivan,no,0,0,No,0,10,Highly Rural
0,0,0,60,0,13,104826.609,No,324436.892,No,M,PhD,Doctor,13.70263081,Private,18420,10,Van,yes,0,0,No,0,20,Highly Urban/ Urban
1,2593,0,40,0,12,2288.953183,No,0,No,F,High School,Student,21.15114654,Private,5730,4,SUV,no,0,0,Yes,2,1,Highly Urban/ Urban
0,0,0,41,0,8,95165.74007,No,306407.294,No,M,Bachelors,Professional,30.68711837,Private,26890,6,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
0,0,0,58,0,11,98262.91383,No,296689.1832,Yes,F,Masters,Lawyer,27.14553269,Private,31700,11,Van,no,38683,1,Yes,7,21,Highly Urban/ Urban
0,0,0,28,4,13,1753.62522,Yes,0,No,M,High School,Student,23.11849496,Commercial,5810,14,Pickup,yes,10118,2,No,0,1,Highly Urban/ Urban
0,0,1,39,2,14,33915.09767,No,161735.1235,Yes,F,High School,Blue Collar,31.79915978,Commercial,15010,3,SUV,no,0,0,No,1,1,Highly Urban/ Urban
1,1442,0,58,0,6,123288.3706,No,366423.9514,No,F,PhD,Doctor,25.33047105,Private,7000,1,SUV,no,50111,4,Yes,1,17,Highly Urban/ Urban
1,2908,0,34,0,11,76847.49719,No,0,No,M,Bachelors,Clerical,33.59193898,Private,15870,4,Minivan,no,0,0,No,2,8,Highly Rural
1,2967,0,47,0,10,31456.39996,No,148338.9522,No,F,High School,Clerical,56.0670861,Private,1500,1,SUV,no,3278,1,No,3,1,Highly Rural
0,0,0,44,0,10,83339.17394,No,269055.5755,Yes,F,Masters,Lawyer,36.5686198,Private,15460,3,SUV,no,0,0,No,1,12,Highly Urban/ Urban
0,0,0,57,0,14,101398.5187,No,0,No,M,Masters,Lawyer,5,Private,14350,1,Minivan,yes,6739,3,No,0,14,Highly Urban/ Urban
0,0,0,48,0,12,62680.87392,No,230261.8155,Yes,F,High School,Clerical,5,Private,11920,6,SUV,no,0,0,No,1,1,Highly Urban/ Urban
0,0,0,59,3,17,44965.68309,No,0,Yes,F,Bachelors,Student,40.13169653,Private,11900,1,Minivan,no,6606,1,No,2,12,Highly Urban/ Urban
0,0,0,51,0,14,57774.67895,No,216779.6808,Yes,M,Bachelors,Blue Collar,45.80475669,Commercial,7780,10,Pickup,no,0,0,No,1,11,Highly Urban/ Urban
0,0,0,53,0,10,222372.4648,No,0,No,F,Masters,Lawyer,60.28239955,Private,37140,1,Sports Car,no,0,0,No,0,7,Highly Urban/ Urban
